time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-21T03:58:09.650Z,2.7552,127.054,44.905,5.1,mb,67,80,1.995,0.9,us,us7000j603,2023-03-31T19:45:50.040Z,"155 km NW of Tobelo, Indonesia",earthquake,7.53,5.812,0.059,95,reviewed,us,us
2023-01-20T22:09:39.053Z,-26.7506,-63.0824,596.837,6.8,mww,182,35,5.169,0.77,us,us7000j5x2,2024-01-18T19:13:45.212Z,"29 km SW of Campo Gallo, Argentina",earthquake,9.37,2.786,0.047,43,reviewed,us,us
2023-01-20T17:49:34.758Z,2.745,126.9444,24.625,5,mb,130,55,2.005,0.71,us,us7000j5vr,2023-03-31T19:45:44.040Z,"163 km NW of Tobelo, Indonesia",earthquake,7.94,4.577,0.053,122,reviewed,us,us
2023-01-20T12:41:15.534Z,-27.9526,-176.3063,10,5.4,mww,54,56,6.827,0.49,us,us7000j5sy,2023-03-31T19:45:42.040Z,Kermadec Islands region,earthquake,11.71,1.852,0.089,12,reviewed,us,us
2023-01-20T11:23:40.603Z,16.1397,-62.1529,162,6.1,mww,160,18,0.526,0.49,us,us7000j5sc,2023-12-14T20:06:13.836Z,"40 km WSW of Pointe-Noire, Guadeloupe",earthquake,5.48,1.874,0.039,63,reviewed,us,us
2023-01-20T05:48:28.582Z,38.9239,142.1003,47.894,5,mb,187,128,2.027,0.85,us,us7000j5pu,2023-03-31T19:45:39.040Z,"37 km ESE of ?funato, Japan",earthquake,7.73,6.169,0.044,164,reviewed,us,us
2023-01-19T17:52:44.335Z,-21.3768,-174.1303,10,5,mww,51,69,1.022,1.06,us,us7000j5km,2023-03-31T19:45:31.040Z,"85 km E of ‘Ohonua, Tonga",earthquake,4.54,1.698,0.098,10,reviewed,us,us
2023-01-19T11:30:42.960Z,35.5464,71.3961,104.372,5.1,mww,115,46,2.176,0.7,us,us7000j5hh,2023-03-31T19:45:23.040Z,"45 km ENE of P?r?n, Afghanistan",earthquake,5.86,4.417,0.08,15,reviewed,us,us
2023-01-18T16:27:49.542Z,-10.9587,111.7241,10,5.1,mww,161,39,3.251,0.6,us,us7000j59q,2023-03-31T19:45:12.040Z,"south of Java, Indonesia",earthquake,4.32,1.746,0.071,19,reviewed,us,us
2023-01-18T15:54:46.261Z,34.8554,14.2579,10,5.1,mww,193,39,2.609,0.57,us,us7000j59j,2023-03-31T19:45:11.040Z,"110 km S of ?urrieq, Malta",earthquake,2.34,1.814,0.048,41,reviewed,us,us
2023-01-18T11:06:53.802Z,-13.3508,66.8183,10,5,mb,62,61,8.095,0.49,us,us7000j579,2023-03-31T19:45:08.040Z,Mid-Indian Ridge,earthquake,11.26,1.876,0.078,52,reviewed,us,us
2023-01-18T10:08:14.166Z,38.4334,44.9458,19.102,5.7,mww,195,59,1.192,0.64,us,us7000j56z,2023-03-31T19:45:07.040Z,"12 km S of Khowy, Iran",earthquake,5.45,3.772,0.069,20,reviewed,us,us
2023-01-18T08:01:26.536Z,2.6982,127.1349,50.394,5.5,mb,109,31,1.927,0.77,us,us7000j56g,2023-03-31T19:45:06.040Z,"144 km NW of Tobelo, Indonesia",earthquake,6.87,3.8,0.046,163,reviewed,us,us
2023-01-18T06:19:13.687Z,2.8239,127.0179,35,5.1,mb,54,115,2.068,0.91,us,us7000j5dp,2023-03-31T19:45:19.040Z,"163 km NW of Tobelo, Indonesia",earthquake,4.85,1.917,0.095,36,reviewed,us,us
2023-01-18T06:06:11.454Z,2.7306,127.0221,29.708,7,mwc,141,21,1.976,0.95,us,us7000j553,2023-10-09T22:58:31.015Z,"156 km NW of Tobelo, Indonesia",earthquake,6.7,3.131,0.027,133,reviewed,us,us
2023-01-18T04:21:57.568Z,34.9232,14.2748,10,5,mww,86,59,4.11,0.63,us,us7000j54l,2023-03-31T19:45:04.040Z,"102 km S of ?urrieq, Malta",earthquake,4.39,1.773,0.086,13,reviewed,us,us
2023-01-18T00:34:45.151Z,-0.0116,123.1998,154,6,mww,303,19,1.109,0.93,us,us7000j511,2023-03-31T19:45:01.040Z,"62 km SSE of Gorontalo, Indonesia",earthquake,6.68,1.815,0.049,40,reviewed,us,us
2023-01-17T21:42:34.943Z,-9.0648,148.127,22.274,5.1,mb,102,70,1.013,0.53,us,us7000j502,2023-03-31T19:44:58.040Z,"35 km SSW of Popondetta, Papua New Guinea",earthquake,4.25,4.122,0.066,76,reviewed,us,us
2023-01-17T20:46:36.263Z,-17.7325,-171.1753,10,5,mb,131,61,1.786,0.54,us,us7000j4z6,2023-03-31T19:44:58.040Z,Tonga region,earthquake,3.65,1.703,0.041,196,reviewed,us,us
2023-01-17T17:40:59.281Z,42.1313,-29.2871,16.552,5.1,mww,202,38,5.233,0.47,us,us7000j4y5,2023-03-31T19:44:53.040Z,Azores Islands region,earthquake,9.51,3.487,0.098,10,reviewed,us,us
2023-01-17T04:36:12.829Z,-9.0476,112.5383,66.345,5,mb,83,37,1.696,0.94,us,us7000j4u0,2023-03-31T19:44:48.040Z,"95 km SSW of Dampit, Indonesia",earthquake,6.73,3.175,0.069,68,reviewed,us,us
2023-01-16T23:45:05.452Z,-62.9531,-163.7912,10,5,mb,46,75,17.535,0.62,us,us6000jj58,2023-03-31T19:43:13.040Z,Pacific-Antarctic Ridge,earthquake,11.8,1.861,0.088,42,reviewed,us,us
2023-01-16T21:57:39.008Z,14.4132,122.9785,10,5.1,mww,185,73,7.732,0.63,us,us7000j4sk,2023-03-31T19:44:44.040Z,"22 km NNE of Sabang Indan, Philippines",earthquake,7.59,1.765,0.073,18,reviewed,us,us
2023-01-16T04:49:51.935Z,28.9804,139.3452,405,6.3,mww,345,11,3.134,0.59,us,us7000j4mj,2023-03-31T19:44:34.040Z,"Bonin Islands, Japan region",earthquake,5.55,1.813,0.032,96,reviewed,us,us
2023-01-16T04:47:12.256Z,14.0805,-89.8596,7.997,5,mww,143,127,0.193,0.62,us,us7000j4mi,2023-03-31T19:44:33.040Z,"6 km ESE of Comapa, Guatemala",earthquake,4.52,4.2,0.052,35,reviewed,us,us
2023-01-15T23:07:53.815Z,14.0226,-89.7977,10,5.2,mww,105,68,0.121,0.81,us,us7000j4ld,2023-03-31T19:44:30.040Z,"7 km NW of Atiquizaya, El Salvador",earthquake,6.56,1.799,0.078,16,reviewed,us,us
2023-01-15T22:29:58.940Z,1.9837,97.9979,37,6.1,mww,138,32,0.796,0.52,us,us7000j4kr,2023-03-31T19:44:29.040Z,"40 km SE of Singkil, Indonesia",earthquake,6.09,1.851,0.039,63,reviewed,us,us
2023-01-15T17:09:39.111Z,-22.8221,179.1971,582.579,5,mb,88,51,5.164,1.01,us,us7000j4jq,2024-01-18T19:12:18.026Z,south of the Fiji Islands,earthquake,11.22,5.794,0.058,96,reviewed,us,us
2023-01-15T12:04:16.208Z,-14.9867,166.8837,21,5.6,mww,110,25,8.738,0.81,us,us7000j4ij,2023-03-31T19:44:23.040Z,"21 km WNW of Port-Olry, Vanuatu",earthquake,8.87,1.838,0.054,33,reviewed,us,us
2023-01-15T11:37:34.238Z,25.0491,125.8117,20.179,5,mww,67,82,2.611,0.56,us,us7000j4if,2023-03-31T19:44:22.040Z,"58 km ENE of Hirara, Japan",earthquake,6.92,5.166,0.078,16,reviewed,us,us
2023-01-15T05:32:26.533Z,-15.5324,168.1496,19.513,5.2,mww,61,44,0.916,0.58,us,us7000j4gz,2023-03-31T19:44:20.040Z,Vanuatu,earthquake,8.78,4.761,0.086,13,reviewed,us,us
2023-01-15T04:42:15.225Z,29.947,139.1085,397.967,5.2,mww,143,52,3.215,0.75,us,us7000j4gm,2023-03-31T19:44:19.040Z,"Izu Islands, Japan region",earthquake,7.74,4.294,0.086,13,reviewed,us,us
2023-01-14T14:31:27.485Z,-14.9489,166.7189,20.746,5.1,mww,36,76,8.59,1.13,us,us7000j4e1,2023-03-20T06:03:41.040Z,"39 km WNW of Port-Olry, Vanuatu",earthquake,8.31,4.762,0.073,18,reviewed,us,us
2023-01-13T22:41:02.190Z,-5.0128,103.1291,66.413,5.3,mww,125,36,0.671,0.52,us,us7000j4a4,2023-03-20T06:03:38.040Z,"110 km S of Pagar Alam, Indonesia",earthquake,8.12,4.888,0.098,10,reviewed,us,us
2023-01-13T01:19:30.498Z,-0.2267,129.707,10,5,mb,57,57,2.542,0.86,us,us7000j41h,2023-03-20T06:03:32.040Z,"Halmahera, Indonesia",earthquake,7.65,0.971,0.053,114,reviewed,us,us
2023-01-12T16:28:51.520Z,-21.8978,179.7023,598.301,5.5,mww,238,23,4.798,0.81,us,us7000j3xh,2023-03-20T06:03:30.040Z,south of the Fiji Islands,earthquake,9.02,3.493,0.103,9,reviewed,us,us
2023-01-12T12:28:34.274Z,-23.2748,-174.8658,10,5.2,mww,65,47,2.118,1.12,us,us7000j3wd,2023-03-20T06:03:29.040Z,"215 km S of ‘Ohonua, Tonga",earthquake,7.05,1.769,0.071,19,reviewed,us,us
2023-01-12T11:11:58.401Z,-23.1411,-175.139,10,5.3,mww,61,72,1.963,0.98,us,us7000j3v7,2023-03-20T06:03:28.040Z,"201 km S of ‘Ohonua, Tonga",earthquake,4.09,1.734,0.083,14,reviewed,us,us
2023-01-12T10:21:49.525Z,-5.6534,147.6327,68.583,5.1,mb,70,33,3.756,0.72,us,us7000j3v2,2023-03-20T06:03:28.040Z,"eastern New Guinea region, Papua New Guinea",earthquake,9.19,5.419,0.043,176,reviewed,us,us
2023-01-12T06:19:10.052Z,-30.6176,-71.3759,49,5.5,mww,222,69,0.23,0.71,us,us7000j3ty,2023-03-20T06:03:26.040Z,"Near the coast of Coquimbo, Chile",earthquake,2.94,1.878,0.046,46,reviewed,us,us
2023-01-12T05:38:43.334Z,-55.4413,-127.0283,10,5.1,mb,45,93,34.737,0.55,us,us7000j3tv,2023-03-20T06:03:26.040Z,Pacific-Antarctic Ridge,earthquake,8.38,1.78,0.086,44,reviewed,us,us
2023-01-11T16:22:18.380Z,-49.6782,-114.4105,10,5,mb,20,91,22.855,0.62,us,us7000j5rl,2023-03-20T06:03:57.040Z,southern East Pacific Rise,earthquake,9.77,1.859,0.157,13,reviewed,us,us
2023-01-11T16:17:45.683Z,-49.8496,-114.2216,10,5.8,mww,206,43,26.196,0.52,us,us7000j3nm,2023-03-20T06:03:22.040Z,southern East Pacific Rise,earthquake,6.88,1.731,0.089,12,reviewed,us,us
2023-01-11T11:53:25.500Z,-6.7715,131.3913,12.519,5,mb,42,128,1.207,0.64,us,us7000j3mn,2023-03-20T06:03:20.040Z,"196 km SW of Tual, Indonesia",earthquake,7.57,4.793,0.093,37,reviewed,us,us
2023-01-11T11:30:27.799Z,-23.2118,-175.3039,10,5.6,mww,116,80,2.034,0.61,us,us7000j3mj,2023-03-20T06:03:20.040Z,"211 km S of ‘Ohonua, Tonga",earthquake,9.87,1.846,0.075,17,reviewed,us,us
2023-01-11T10:17:18.204Z,43.9646,-128.7389,10,5,mww,77,187,1.986,0.89,us,us7000j3ld,2024-01-11T10:27:24.536Z,Off the coast of Oregon,earthquake,7.52,1.92,0.042,54,reviewed,us,us
2023-01-11T08:39:52.945Z,-14.7604,166.8762,15,5.8,mww,120,18,0.752,0.77,us,us7000j3ky,2023-03-20T06:03:19.040Z,"37 km NW of Port-Olry, Vanuatu",earthquake,4.69,1.513,0.098,10,reviewed,us,us
2023-01-10T19:47:15.061Z,-27.7273,-63.2585,582.21,5.1,mww,182,17,5.299,0.7,us,us7000j3gz,2023-03-20T06:03:15.040Z,"28 km NE of Suncho Corral, Argentina",earthquake,9.07,5.165,0.098,10,reviewed,us,us
2023-01-10T19:42:02.909Z,54.6782,-156.8589,20,5,mww,,,,0.67,ak,ak023guxpjr,2024-01-10T19:52:18.906Z,"199 km SE of Perryville, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2023-01-10T08:21:24.477Z,-10.692,166.0739,177.944,5,mb,94,30,4.853,0.76,us,us7000j3d1,2023-03-20T06:03:12.040Z,"30 km E of Lata, Solomon Islands",earthquake,5.96,4.798,0.034,278,reviewed,us,us
2023-01-10T05:24:48.623Z,-14.9892,167.226,109.273,5.7,mww,100,27,0.456,0.63,us,us7000j3cb,2023-03-20T06:03:11.040Z,"17 km ENE of Port-Olry, Vanuatu",earthquake,8.52,4.872,0.073,18,reviewed,us,us
2023-01-09T21:21:54.599Z,-15.5003,166.5448,29.399,5,mb,44,82,5.463,0.77,us,us7000j3a7,2023-03-20T06:03:09.040Z,Vanuatu,earthquake,11,5.251,0.105,29,reviewed,us,us
2023-01-09T18:09:53.907Z,-7.081,130.1162,108.246,5.4,mb,64,64,1.476,0.7,us,us7000j38c,2023-03-20T06:03:08.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,8.11,5.266,0.088,44,reviewed,us,us
2023-01-09T17:47:35.037Z,-7.0586,130.009,104.95,7.6,mww,113,21,1.574,0.8,us,us7000j36j,2023-04-05T16:41:13.472Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,6.9,2.259,0.041,58,reviewed,us,us
2023-01-09T12:26:33.947Z,-8.8299,111.1757,67.859,5.3,mww,79,48,1.117,0.71,us,us7000j34c,2023-03-20T06:03:06.040Z,"101 km SW of Trenggalek, Indonesia",earthquake,6.74,5.742,0.086,13,reviewed,us,us
2023-01-09T06:24:14.398Z,-5.2367,153.3438,16.22,5,mww,125,71,1.569,0.49,us,us7000j32n,2023-03-20T06:03:03.040Z,"154 km SE of Kokopo, Papua New Guinea",earthquake,7.59,4.317,0.098,10,reviewed,us,us
2023-01-09T01:48:00.586Z,-14.9506,166.7923,13.29,5,mb,61,72,0.633,0.65,us,us7000j31r,2023-03-20T06:03:02.040Z,"31 km WNW of Port-Olry, Vanuatu",earthquake,6.69,2.896,0.081,49,reviewed,us,us
2023-01-09T01:46:13.087Z,-14.9141,166.9082,30.524,5.2,mb,122,30,0.602,0.56,us,us7000j31q,2023-03-20T06:03:02.040Z,"22 km NW of Port-Olry, Vanuatu",earthquake,7.31,3.787,0.06,91,reviewed,us,us
2023-01-08T17:15:08.934Z,-15.0976,166.7282,35,5,mb,86,38,5.901,0.82,us,us7000j30e,2023-03-20T06:03:00.040Z,"37 km W of Port-Olry, Vanuatu",earthquake,6.55,1.787,0.073,60,reviewed,us,us
2023-01-08T12:32:42.372Z,-14.9467,166.8791,29,7,mww,116,36,6.096,0.57,us,us7000j2yw,2023-03-20T06:02:58.040Z,"23 km WNW of Port-Olry, Vanuatu",earthquake,7.75,1.851,0.042,54,reviewed,us,us
2023-01-07T15:30:34.004Z,-16.1394,-174.2192,152.07,5.1,mww,61,54,2.504,0.76,us,us7000j2tk,2023-03-11T22:51:45.040Z,Tonga,earthquake,8.93,5.875,0.089,12,reviewed,us,us
2023-01-06T11:52:37.428Z,-24.7479,-179.9661,497.875,5.9,mww,109,23,4.852,0.74,us,us7000j2ig,2023-03-11T22:51:42.040Z,south of the Fiji Islands,earthquake,10,3.69,0.061,26,reviewed,us,us
2023-01-06T05:04:38.858Z,-58.6234,-23.3329,10,5.4,mww,89,86,8.48,0.81,us,us7000j2h0,2023-03-11T22:51:42.040Z,South Sandwich Islands region,earthquake,9.31,1.737,0.069,20,reviewed,us,us
2023-01-05T15:27:38.116Z,14.2773,-94.0954,10,5.2,mww,197,79,2.746,0.93,us,us7000j2ce,2023-03-11T22:51:41.040Z,"163 km SW of La Esperanza (El Zapotal), Mexico",earthquake,7.19,1.721,0.044,49,reviewed,us,us
2023-01-05T14:25:53.019Z,36.4738,70.7455,203,6,mww,108,22,2.377,0.73,us,us7000j2b9,2023-03-11T22:51:41.040Z,"44 km S of Jurm, Afghanistan",earthquake,7.14,1.888,0.039,62,reviewed,us,us
2023-01-05T07:00:46.166Z,-14.949,166.8342,21.52,5.3,mww,110,36,0.61,0.63,us,us7000j28m,2023-03-11T22:51:40.040Z,"27 km WNW of Port-Olry, Vanuatu",earthquake,3.1,4.822,0.071,19,reviewed,us,us
2023-01-04T23:23:46.337Z,-19.1636,-68.9655,126.284,5.1,mww,164,68,0.547,0.58,us,us7000j25w,2023-03-11T22:51:40.040Z,"154 km SSW of Curahuara de Carangas, Bolivia",earthquake,5.41,3.021,0.053,34,reviewed,us,us
2023-01-04T12:16:58.315Z,-2.4959,140.7411,19.763,5.1,mww,121,46,8.493,0.59,us,us7000j22n,2023-03-11T22:51:39.040Z,"4 km NNE of Jayapura, Indonesia",earthquake,5.74,4.201,0.078,16,reviewed,us,us
2023-01-04T02:07:59.872Z,53.8855,-35.0411,10,5.4,mww,127,24,9.173,0.52,us,us7000j1zj,2023-03-11T22:51:38.040Z,Reykjanes Ridge,earthquake,8.54,1.751,0.039,63,reviewed,us,us
2023-01-04T02:02:10.369Z,0.0764,170.0324,10,5,mww,65,80,15.676,0.85,us,us7000j1zi,2023-03-11T22:51:38.040Z,"Gilbert Islands, Kiribati region",earthquake,12.22,1.811,0.093,11,reviewed,us,us
2023-01-03T23:58:40.974Z,-57.7446,-25.1755,31.656,5,mb,59,47,16.739,0.56,us,us7000j1yq,2023-03-11T22:51:37.040Z,South Sandwich Islands region,earthquake,12.28,4.368,0.084,45,reviewed,us,us
2023-01-03T21:52:08.522Z,-57.7447,-25.3787,33.147,5.3,mww,164,39,16.784,0.52,us,us7000j1xn,2023-03-11T22:51:37.040Z,South Sandwich Islands region,earthquake,8,3.384,0.093,11,reviewed,us,us
2023-01-03T18:19:25.631Z,0.8467,-29.2475,10,5.5,mww,260,29,9.386,0.57,us,us7000j1w3,2023-03-11T22:51:36.040Z,central Mid-Atlantic Ridge,earthquake,6.62,1.697,0.051,37,reviewed,us,us
2023-01-03T16:39:23.015Z,-37.6553,175.7164,10,5,mww,54,50,0.186,0.74,us,us7000j1vk,2023-03-11T22:51:36.040Z,North Island of New Zealand,earthquake,4.95,1.78,0.098,10,reviewed,us,us
2023-01-03T14:53:33.655Z,-65.4071,178.8954,10,5.6,mww,53,42,13.023,0.67,us,us7000j1u9,2023-03-11T22:51:35.040Z,Balleny Islands region,earthquake,13.36,1.826,0.083,14,reviewed,us,us
2023-01-03T13:09:08.163Z,-65.1631,179.2943,10,5.5,mww,44,41,13.499,0.47,us,us7000j1tt,2023-03-11T22:51:35.040Z,Balleny Islands region,earthquake,12.01,1.778,0.073,18,reviewed,us,us
2023-01-03T12:55:30.139Z,-2.4745,140.8809,10,5.1,mww,101,48,0.181,0.53,us,us7000j1tl,2023-03-11T22:51:35.040Z,"19 km ENE of Jayapura, Indonesia",earthquake,9.05,1.844,0.098,10,reviewed,us,us
2023-01-03T11:43:09.860Z,10.3251,125.8803,57.036,5.1,mb,135,45,3.248,0.51,us,us7000j1td,2023-03-11T22:51:35.040Z,"33 km E of Loreto, Philippines",earthquake,2.17,5.673,0.044,170,reviewed,us,us
2023-01-03T07:08:35.706Z,40.2108,142.6435,35,5.1,mww,112,102,1.336,0.84,us,us7000j1s3,2023-03-11T22:51:34.040Z,"86 km NE of Miyako, Japan",earthquake,6.55,1.814,0.083,14,reviewed,us,us
2023-01-02T23:01:13.831Z,31.1665,141.7623,10,5.2,mww,89,55,2.551,0.7,us,us7000j1pz,2023-03-11T22:51:33.040Z,"Izu Islands, Japan region",earthquake,9.19,1.815,0.078,16,reviewed,us,us
2023-01-02T19:25:14.135Z,30.2167,-41.9612,10,5.2,mww,116,56,15.561,0.71,us,us7000j1nh,2023-03-11T22:51:33.040Z,northern Mid-Atlantic Ridge,earthquake,9.82,1.791,0.056,31,reviewed,us,us
2023-01-02T18:22:47.283Z,45.9418,150.8008,109.233,5.3,mww,138,46,5.649,0.72,us,us7000j1n1,2023-03-11T22:51:33.040Z,"241 km ENE of Kuril’sk, Russia",earthquake,9.67,4.114,0.071,19,reviewed,us,us
2023-01-02T10:39:59.466Z,5.4686,97.1178,10,5,mb,56,35,0.293,0.87,us,us7000j1l9,2023-03-11T22:51:32.040Z,"32 km N of Lhokseumawe, Indonesia",earthquake,5.16,1.748,0.107,28,reviewed,us,us
2023-01-02T07:20:26.985Z,40.4756,-29.3491,10,5.3,mww,198,57,1.568,0.33,us,us7000j1jv,2023-03-11T22:51:31.040Z,Azores Islands region,earthquake,7.61,1.829,0.041,56,reviewed,us,us
2023-01-01T18:35:04.510Z,40.409,-123.971,30.63,5.35,mw,37,44,0.1146,0.13,nc,nc73827571,2023-08-13T16:30:41.019Z,"15km SE of Rio Dell, CA",earthquake,0.25,0.62,,5,reviewed,nc,nc
2023-01-01T18:26:42.628Z,-56.2415,-123.5343,10,5.8,mww,22,100,29.414,0.82,us,us7000j1u6,2023-03-11T22:51:35.040Z,southern East Pacific Rise,earthquake,15.33,1.725,0.083,14,reviewed,us,us
2023-01-01T18:24:32.306Z,-2.5533,140.8007,30.83,5.5,mww,116,33,0.104,0.59,us,us7000j1g5,2023-03-11T22:51:30.040Z,"9 km ESE of Jayapura, Indonesia",earthquake,7.38,4.07,0.068,21,reviewed,us,us
2023-01-01T16:24:27.560Z,-25.2057,178.5092,595.724,5.1,mb,73,41,7.041,0.85,us,us7000j1fq,2023-03-11T22:51:30.040Z,south of the Fiji Islands,earthquake,11.13,6.692,0.039,213,reviewed,us,us
2023-01-01T07:03:01.860Z,-58.8596,-25.6498,44.616,5.2,mww,64,69,7.537,0.67,us,us7000j1d2,2024-01-18T19:07:40.495Z,South Sandwich Islands region,earthquake,6.13,5.462,0.089,12,reviewed,us,us
2023-01-01T03:16:14.442Z,-6.7065,155.232,35,5.4,mww,130,36,3.946,0.68,us,us7000j1bs,2023-03-11T22:51:29.040Z,"51 km SSW of Panguna, Papua New Guinea",earthquake,8.95,1.77,0.098,10,reviewed,us,us
2022-12-31T03:31:43.824Z,-23.1061,-68.8988,96.289,5.1,mww,85,43,0.681,1.06,us,us7000j15y,2023-03-07T19:00:01.040Z,"71 km S of Calama, Chile",earthquake,4.87,3.423,0.052,36,reviewed,us,us
2022-12-30T21:53:29.589Z,-14.9955,-75.7501,10.338,5.2,mww,121,104,3.173,0.61,us,us7000j14p,2023-03-07T19:00:00.040Z,"67 km WSW of Changuillo, Peru",earthquake,8.14,3.495,0.069,20,reviewed,us,us
2022-12-30T21:02:26.831Z,-52.7091,27.9903,10,5.2,mww,53,37,16.666,0.64,us,us7000j14a,2023-03-07T19:00:00.040Z,south of Africa,earthquake,11.59,1.786,0.098,10,reviewed,us,us
2022-12-30T12:10:45.211Z,-7.9548,128.8795,35,5,mb,62,56,2.396,0.54,us,us7000j11x,2023-03-07T18:59:59.040Z,"216 km ENE of Lospalos, Timor Leste",earthquake,3.41,1.898,0.067,71,reviewed,us,us
2022-12-30T09:42:09.278Z,-21.8971,-174.7611,22.64,5.4,mww,82,45,0.833,0.67,us,us7000j11e,2023-03-07T18:59:59.040Z,"65 km SSE of ‘Ohonua, Tonga",earthquake,7.45,4.744,0.083,14,reviewed,us,us
2022-12-30T05:19:18.616Z,-45.8405,-76.402,12.929,5.3,mww,72,141,2.146,0.58,us,us7000j10i,2023-03-07T18:59:59.040Z,"282 km W of Puerto Chacabuco, Chile",earthquake,8.82,4.482,0.05,39,reviewed,us,us
2022-12-30T04:33:52.652Z,-7.0561,102.806,10,5,mb,49,48,4.537,0.6,us,us7000j0zy,2023-03-07T18:59:59.040Z,"southwest of Sumatra, Indonesia",earthquake,7.32,1.595,0.097,38,reviewed,us,us
2022-12-30T04:16:55.929Z,-0.2207,97.3016,10,5,mb,69,71,1.539,0.67,us,us7000j0zu,2023-03-07T18:59:59.040Z,"272 km SW of Sibolga, Indonesia",earthquake,7.92,1.808,0.07,67,reviewed,us,us
2022-12-29T23:26:47.453Z,-0.2127,97.3082,10,5.3,mb,165,40,1.53,0.57,us,us7000j0y6,2023-03-07T18:59:58.040Z,"271 km SW of Sibolga, Indonesia",earthquake,3.61,1.779,0.051,129,reviewed,us,us
2022-12-29T13:13:36.794Z,6.2316,126.1831,140.887,5.2,mww,115,76,1.026,0.69,us,us7000j0u9,2023-03-07T18:59:57.040Z,"14 km S of Pondaguitan, Philippines",earthquake,6.39,5.246,0.071,19,reviewed,us,us
2022-12-29T06:10:50.954Z,-23.4737,-176.8245,95.838,5,mb,62,45,2.74,0.63,us,us7000j0sk,2023-03-07T18:59:57.040Z,south of the Fiji Islands,earthquake,5.37,7.4,0.041,187,reviewed,us,us
2022-12-29T00:36:03.050Z,29.208,130.6175,30.539,5.1,mb,202,83,2.298,0.65,us,us7000j0r5,2023-03-07T18:59:56.040Z,"Ryukyu Islands, Japan",earthquake,6.16,3.734,0.045,162,reviewed,us,us
2022-12-28T21:11:04.642Z,-16.5084,-72.2643,74.573,5.3,mww,252,82,2.607,0.68,us,us7000j0ps,2023-03-07T18:59:56.040Z,"17 km SSW of El Pedregal, Peru",earthquake,8.68,4.603,0.058,29,reviewed,us,us
2022-12-28T17:16:35.756Z,41.7998,79.5619,10,5.1,mwr,121,33,1.112,0.65,us,us7000j0ne,2023-03-07T18:59:56.040Z,Kyrgyzstan-Xinjiang border region,earthquake,4.76,1.695,0.068,21,reviewed,us,us
2022-12-28T16:34:19.271Z,-21.2566,171.3773,4,6.1,mww,221,23,3.891,0.56,us,us7000j0n4,2024-01-18T19:06:40.959Z,"289 km SE of Isangel, Vanuatu",earthquake,7.23,1.746,0.047,44,reviewed,us,us
2022-12-28T16:14:56.966Z,14.6191,39.9519,10,5.1,mww,122,64,4.169,0.44,us,us7000j0n0,2023-03-07T18:59:55.040Z,"64 km NE of ?d?grat, Ethiopia",earthquake,9.3,1.868,0.065,23,reviewed,us,us
2022-12-28T12:24:20.725Z,38.5814,23.7093,10.314,5,mww,156,44,1.159,0.52,us,us7000j0m2,2023-03-07T18:59:55.040Z,"5 km E of Psachná, Greece",earthquake,5.49,3.85,0.062,25,reviewed,us,us
2022-12-28T07:44:49.736Z,44.3818,148.6289,35,5.2,mww,108,83,4.345,0.63,us,us7000j0l1,2023-03-07T18:59:55.040Z,"111 km SSE of Kuril’sk, Russia",earthquake,7.98,1.779,0.08,15,reviewed,us,us
2022-12-28T03:49:55.306Z,-3.3841,130.8043,10,5,mb,90,61,1.515,0.67,us,us7000j0kg,2023-03-07T18:59:54.040Z,"209 km E of Amahai, Indonesia",earthquake,7.1,1.814,0.069,66,reviewed,us,us
2022-12-27T01:00:46.392Z,-22.0141,-174.4863,10,5.5,mww,74,55,1.073,0.74,us,us6000jbvz,2023-03-07T18:59:51.040Z,Tonga region,earthquake,3.78,1.651,0.098,10,reviewed,us,us
2022-12-26T23:36:35.748Z,-57.141,-25.1331,10,5,mb,40,102,7.024,0.58,us,us6000jbvh,2024-01-18T19:06:08.325Z,South Sandwich Islands region,earthquake,8.17,1.75,0.078,52,reviewed,us,us
2022-12-26T12:21:07.723Z,14.5212,40.0211,10,5.5,mww,88,49,4.052,0.51,us,us6000jbsk,2024-01-18T19:05:58.009Z,"66 km ENE of ?d?grat, Ethiopia",earthquake,3.17,1.865,0.05,39,reviewed,us,us
2022-12-26T12:05:58.372Z,30.2172,142.239,10,5,mww,104,100,3.111,0.42,us,us6000jbsh,2023-03-07T18:59:50.040Z,"Izu Islands, Japan region",earthquake,5.06,1.691,0.078,16,reviewed,us,us
2022-12-26T09:35:02.680Z,-58.6448,-25.011,19.379,5.1,mww,86,45,7.71,0.65,us,us6000jbru,2023-03-07T18:59:50.040Z,South Sandwich Islands region,earthquake,9.63,3.425,0.093,11,reviewed,us,us
2022-12-26T05:27:53.482Z,-19.2301,-177.561,515.475,5.5,mww,114,41,2.937,0.66,us,us6000jbqu,2023-03-07T18:59:49.040Z,Fiji region,earthquake,9.41,5.33,0.083,14,reviewed,us,us
